judging from previous posts this used to be a good place , but not any longer . [A] [O] [S] [C]	[A] place [O] not any longer [S] bad [C] restaurant general
two complaints - - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu . [A] [O] [S] [C]	[A] appetizer selection [O] stinks [S] bad [C] food style_options
two complaints - - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu . [A] [O] [C] [S]	[A] appetizer selection [O] stinks [C] food style_options [S] bad
two complaints - - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu . [A] [S] [O] [C]	[A] appetizer selection [S] bad [O] stinks [C] food style_options
two complaints - - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu . [O] [A] [C] [S]	[O] stinks [A] appetizer selection [C] food style_options [S] bad
two complaints - - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu . [O] [A] [S] [C]	[O] stinks [A] appetizer selection [S] bad [C] food style_options
also , because it is so thin , it gets cold very quickly and its not that filling . [A] [O] [S] [C]	[A] it [O] cold [S] bad [C] food quality [SSEP] [A] it [O] thin [S] bad [C] food style_options
also , because it is so thin , it gets cold very quickly and its not that filling . [A] [O] [C] [S]	[A] it [O] cold [C] food quality [S] bad [SSEP] [A] it [O] thin [C] food style_options [S] bad
also , because it is so thin , it gets cold very quickly and its not that filling . [A] [S] [O] [C]	[A] it [S] bad [O] cold [C] food quality [SSEP] [A] it [S] bad [O] thin [C] food style_options
also , because it is so thin , it gets cold very quickly and its not that filling . [O] [A] [C] [S]	[O] cold [A] it [C] food quality [S] bad [SSEP] [O] thin [A] it [C] food style_options [S] bad
also , because it is so thin , it gets cold very quickly and its not that filling . [O] [A] [S] [C]	[O] cold [A] it [S] bad [C] food quality [SSEP] [O] thin [A] it [S] bad [C] food style_options
wait staff is blantently unappreciative of your business but its the best pie on the uws ! [A] [O] [S] [C]	[A] wait staff [O] unappreciative [S] bad [C] service general [SSEP] [A] pie [O] best [S] good [C] food quality
wait staff is blantently unappreciative of your business but its the best pie on the uws ! [A] [O] [C] [S]	[A] wait staff [O] unappreciative [C] service general [S] bad [SSEP] [A] pie [O] best [C] food quality [S] good
wait staff is blantently unappreciative of your business but its the best pie on the uws ! [A] [S] [O] [C]	[A] wait staff [S] bad [O] unappreciative [C] service general [SSEP] [A] pie [S] good [O] best [C] food quality
wait staff is blantently unappreciative of your business but its the best pie on the uws ! [O] [A] [C] [S]	[O] unappreciative [A] wait staff [C] service general [S] bad [SSEP] [O] best [A] pie [C] food quality [S] good
wait staff is blantently unappreciative of your business but its the best pie on the uws ! [O] [A] [S] [C]	[O] unappreciative [A] wait staff [S] bad [C] service general [SSEP] [O] best [A] pie [S] good [C] food quality
by far the best salad i have had in a fast food restaurant . [A] [O] [S] [C]	[A] salad [O] best [S] good [C] food quality
by far the best salad i have had in a fast food restaurant . [A] [O] [C] [S]	[A] salad [O] best [C] food quality [S] good
by far the best salad i have had in a fast food restaurant . [A] [S] [O] [C]	[A] salad [S] good [O] best [C] food quality
by far the best salad i have had in a fast food restaurant . [O] [A] [C] [S]	[O] best [A] salad [C] food quality [S] good
by far the best salad i have had in a fast food restaurant . [O] [A] [S] [C]	[O] best [A] salad [S] good [C] food quality
over 100 different choices to create your own . [A] [O] [S] [C]	[A] it [O] null [S] good [C] food style_options
over 100 different choices to create your own . [A] [O] [C] [S]	[A] it [O] null [C] food style_options [S] good
over 100 different choices to create your own . [A] [S] [O] [C]	[A] it [S] good [O] null [C] food style_options
over 100 different choices to create your own . [O] [A] [C] [S]	[O] null [A] it [C] food style_options [S] good
over 100 different choices to create your own . [O] [A] [S] [C]	[O] null [A] it [S] good [C] food style_options
a must try ! [A] [O] [S] [C]	[A] it [O] null [S] good [C] restaurant general
a must try ! [A] [O] [C] [S]	[A] it [O] null [C] restaurant general [S] good
a must try ! [A] [S] [O] [C]	[A] it [S] good [O] null [C] restaurant general
a must try ! [O] [A] [C] [S]	[O] null [A] it [C] restaurant general [S] good
a must try ! [O] [A] [S] [C]	[O] null [A] it [S] good [C] restaurant general
on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt . [A] [O] [S] [C]	[A] restaurant [O] great [S] good [C] restaurant general
on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt . [A] [O] [C] [S]	[A] restaurant [O] great [C] restaurant general [S] good
on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt . [A] [S] [O] [C]	[A] restaurant [S] good [O] great [C] restaurant general
on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt . [O] [A] [C] [S]	[O] great [A] restaurant [C] restaurant general [S] good
on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt . [O] [A] [S] [C]	[O] great [A] restaurant [S] good [C] restaurant general
this was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater . [A] [O] [S] [C]	[A] it [O] delicious [S] good [C] food quality [SSEP] [A] it [O] quiet [S] good [C] ambience general [SSEP] [A] it [O] relaxing [S] good [C] ambience general
this was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater . [A] [O] [C] [S]	[A] it [O] delicious [C] food quality [S] good [SSEP] [A] it [O] quiet [C] ambience general [S] good [SSEP] [A] it [O] relaxing [C] ambience general [S] good
this was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater . [A] [S] [O] [C]	[A] it [S] good [O] delicious [C] food quality [SSEP] [A] it [S] good [O] quiet [C] ambience general [SSEP] [A] it [S] good [O] relaxing [C] ambience general
this was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater . [O] [A] [C] [S]	[O] delicious [A] it [C] food quality [S] good [SSEP] [O] quiet [A] it [C] ambience general [S] good [SSEP] [O] relaxing [A] it [C] ambience general [S] good
this was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater . [O] [A] [S] [C]	[O] delicious [A] it [S] good [C] food quality [SSEP] [O] quiet [A] it [S] good [C] ambience general [SSEP] [O] relaxing [A] it [S] good [C] ambience general
the chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm . [A] [O] [S] [C]	[A] chicken pot pie [O] exceptional [S] good [C] food quality [SSEP] [A] cheeseburger [O] huge [S] good [C] food style_options [SSEP] [A] cheeseburger [O] delictable [S] good [C] food quality [SSEP] [A] service [O] professional [S] good [C] service general [SSEP] [A] service [O] warm [S] good [C] service general
the chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm . [A] [O] [C] [S]	[A] chicken pot pie [O] exceptional [C] food quality [S] good [SSEP] [A] cheeseburger [O] huge [C] food style_options [S] good [SSEP] [A] cheeseburger [O] delictable [C] food quality [S] good [SSEP] [A] service [O] professional [C] service general [S] good [SSEP] [A] service [O] warm [C] service general [S] good
the chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm . [A] [S] [O] [C]	[A] chicken pot pie [S] good [O] exceptional [C] food quality [SSEP] [A] cheeseburger [S] good [O] huge [C] food style_options [SSEP] [A] cheeseburger [S] good [O] delictable [C] food quality [SSEP] [A] service [S] good [O] professional [C] service general [SSEP] [A] service [S] good [O] warm [C] service general
the chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm . [O] [A] [C] [S]	[O] exceptional [A] chicken pot pie [C] food quality [S] good [SSEP] [O] huge [A] cheeseburger [C] food style_options [S] good [SSEP] [O] delictable [A] cheeseburger [C] food quality [S] good [SSEP] [O] professional [A] service [C] service general [S] good [SSEP] [O] warm [A] service [C] service general [S] good
the chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm . [O] [A] [S] [C]	[O] exceptional [A] chicken pot pie [S] good [C] food quality [SSEP] [O] huge [A] cheeseburger [S] good [C] food style_options [SSEP] [O] delictable [A] cheeseburger [S] good [C] food quality [SSEP] [O] professional [A] service [S] good [C] service general [SSEP] [O] warm [A] service [S] good [C] service general
with so many poor experiences to be had in the theater district , is truly an excellent find ! [A] [O] [S] [C]	[A] it [O] excellent [S] good [C] restaurant general
with so many poor experiences to be had in the theater district , is truly an excellent find ! [A] [O] [C] [S]	[A] it [O] excellent [C] restaurant general [S] good
with so many poor experiences to be had in the theater district , is truly an excellent find ! [A] [S] [O] [C]	[A] it [S] good [O] excellent [C] restaurant general
with so many poor experiences to be had in the theater district , is truly an excellent find ! [O] [A] [C] [S]	[O] excellent [A] it [C] restaurant general [S] good
with so many poor experiences to be had in the theater district , is truly an excellent find ! [O] [A] [S] [C]	[O] excellent [A] it [S] good [C] restaurant general
the staff is no nonsense . [A] [O] [S] [C]	[A] staff [O] no nonsense [S] good [C] service general
the staff is no nonsense . [A] [O] [C] [S]	[A] staff [O] no nonsense [C] service general [S] good
the staff is no nonsense . [A] [S] [O] [C]	[A] staff [S] good [O] no nonsense [C] service general
the staff is no nonsense . [O] [A] [C] [S]	[O] no nonsense [A] staff [C] service general [S] good
the staff is no nonsense . [O] [A] [S] [C]	[O] no nonsense [A] staff [S] good [C] service general
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else . [A] [O] [S] [C]	[A] bagels [O] better [S] good [C] food quality
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else . [A] [O] [C] [S]	[A] bagels [O] better [C] food quality [S] good
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else . [A] [S] [O] [C]	[A] bagels [S] good [O] better [C] food quality
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else . [O] [A] [C] [S]	[O] better [A] bagels [C] food quality [S] good
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else . [O] [A] [S] [C]	[O] better [A] bagels [S] good [C] food quality
worth visiting the 1st ave spot because it is the original store . [A] [O] [S] [C]	[A] 1st ave spot [O] worth [S] good [C] restaurant miscellaneous
worth visiting the 1st ave spot because it is the original store . [A] [O] [C] [S]	[A] 1st ave spot [O] worth [C] restaurant miscellaneous [S] good
worth visiting the 1st ave spot because it is the original store . [A] [S] [O] [C]	[A] 1st ave spot [S] good [O] worth [C] restaurant miscellaneous
worth visiting the 1st ave spot because it is the original store . [O] [A] [C] [S]	[O] worth [A] 1st ave spot [C] restaurant miscellaneous [S] good
worth visiting the 1st ave spot because it is the original store . [O] [A] [S] [C]	[O] worth [A] 1st ave spot [S] good [C] restaurant miscellaneous
he served me an uni hand roll , which i never had before , and let me tell you . . . it was heaven ! [A] [O] [S] [C]	[A] uni hand roll [O] heaven [S] good [C] food quality
he served me an uni hand roll , which i never had before , and let me tell you . . . it was heaven ! [A] [O] [C] [S]	[A] uni hand roll [O] heaven [C] food quality [S] good
he served me an uni hand roll , which i never had before , and let me tell you . . . it was heaven ! [A] [S] [O] [C]	[A] uni hand roll [S] good [O] heaven [C] food quality
